ID,TITLE,TYPE,RELEASE_YEAR,AGE_CERTIFICATION,RUNTIME,GENRE,PRODUCTION_COUNTRIES,SEASONS,IMDB_SCORE,IMDB_VOTES
ts20781,Incomplete Life,SHOW,2014,TV-14,73,"[comedy, drama]",[KR],1,8.5,1987
tm180802,LEGO Marvel Super Heroes: Maximum Overload,MOVIE,2013,PG,20,"[action, animation, comedy]",[US],-,-,-
tm183706,Birth Reborn,MOVIE,2013,-,91,"[documentation, family, history]",[BR],-,7.8,252
tm168685,The Berlin File,MOVIE,2013,-,120,"[action, thriller]",[KR],-,6.6,7198
tm199408,Monty Python: The Meaning of Live,MOVIE,2014,-,96,"[documentation, comedy]",[GB],-,7.6,598
tm140911,Imperial Dreams,MOVIE,2014,-,87,[drama],[US],-,6.7,4509
tm148597,Monty Python: Live (Mostly),MOVIE,2014,R,138,"[documentation, comedy, music]",[GB],-,7.6,2623
ts76743,Dokidoki! PreCure,SHOW,2013,TV-G,23,"[animation, action, comedy, drama, fantasy, family]",[JP],2,6.2,195
ts83239,Booba,SHOW,2014,-,4,"[comedy, animation, family]",[RU],4,6.9,392
tm144021,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,2014,-,22,"[action, animation, family, comedy, scifi]",[US],-,6.5,1340
tm148457,Hasee Toh Phasee,MOVIE,2014,PG-13,141,"[comedy, romance]",[IN],-,6.8,15152
ts75104,Zbrodnia,SHOW,2014,TV-MA,45,"[crime, action]",[PL],2,6.2,692
tm148662,The Boss: Anatomy of a Crime,MOVIE,2014,-,98,"[drama, crime]","[VE, AR]",-,7.3,2156
ts34074,"That Winter, the Wind Blows",SHOW,2013,TV-MA,63,[drama],[KR],1,7.6,1836
tm181550,Once Upon a Time in Mumbai Dobaara!,MOVIE,2013,-,160,"[action, crime, drama, romance]",[IN],-,4.4,7204
tm149914,Jim Jefferies: Bare,MOVIE,2014,R,76,[comedy],[US],-,8,5461
tm145627,Pizza,MOVIE,2014,-,107,"[horror, thriller]",[IN],-,6.2,1313
tm186161,Boss,MOVIE,2013,PG-13,143,"[comedy, drama, crime, action]",[IN],-,5.1,11159
tm183002,Madras Cafe,MOVIE,2013,PG-13,130,"[action, thriller, drama]",[IN],-,7.6,24506
ts122290,Dharmakshetra,SHOW,2014,TV-14,44,[drama],[IN],1,8.3,273
ts75833,Masha's Spooky Stories,SHOW,2014,TV-Y,5,"[animation, family]",[RU],1,6.2,67
tm158302,Ankhon Dekhi,MOVIE,2014,-,104,"[drama, comedy]",[IN],-,8,11330
tm182322,Kai Po Che!,MOVIE,2013,-,126,"[drama, sport]",[IN],-,7.7,36784
tm157062,Anjaan,MOVIE,2014,-,170,"[crime, action, thriller]",[IN],-,5.3,5018
tm186054,ABCD,MOVIE,2013,PG-13,136,"[music, drama]",[IN],-,6.3,6960
tm165504,Blind Detective,MOVIE,2013,-,130,"[crime, action, comedy, drama, thriller]",[HK],-,6.4,3300
tm167342,Satyagraha,MOVIE,2013,PG,152,"[drama, documentation]",[IN],-,5.9,5171
tm35895,Buddies,MOVIE,2013,-,94,"[drama, comedy, action, documentation, european]",[BR],-,6.5,1082
tm158980,Khoobsurat,MOVIE,2014,PG,130,"[comedy, romance]",[IN],-,6.4,8464
ts67797,Sammy & Co,SHOW,2014,TV-PG,15,"[animation, european]",[US],2,5.7,31
tm149747,The Perfect Dictatorship,MOVIE,2014,-,143,"[drama, comedy]",[MX],-,7.2,5432
tm159819,Bride for Rent,MOVIE,2014,-,115,"[romance, comedy]",[PH],-,6.4,601
tm2269,Selfie,MOVIE,2014,-,123,"[comedy, documentation, drama, european]",[RO],-,6,1671
tm175753,Chashme Baddoor,MOVIE,2013,-,120,"[comedy, drama]",[IN],-,5.4,5148
tm178513,Bombay Talkies,MOVIE,2013,PG-13,127,"[drama, romance]",[IN],-,6.6,5402
tm160034,Humpty Sharma Ki Dulhania,MOVIE,2014,PG,133,"[drama, comedy, romance]",[IN],-,6,12969
tm142630,Ragini MMS 2,MOVIE,2014,PG-13,120,[horror],[IN],-,3.9,2903
tm149578,Mission Blue,MOVIE,2014,PG,94,"[documentation, drama]",[US],-,7.9,1991
tm176481,Chennai Express,MOVIE,2013,PG-13,141,"[romance, drama, action, comedy]",[IN],-,6,53939
tm137379,Silent,MOVIE,2014,-,3,"[animation, family, action]",[US],-,-,-
tm360904,The Meaning of Monty Python,MOVIE,2013,-,60,[documentation],[US],-,-,-
tm167107,Saheb Biwi Aur Gangster Returns,MOVIE,2013,-,142,"[action, crime, thriller, drama]",[IN],-,6.7,3997
tm158546,Raja Natwarlal,MOVIE,2014,PG,141,"[thriller, crime]",[IN],-,6.1,4311
tm236725,My Beautiful Broken Brain,MOVIE,2014,-,84,[documentation],[GB],-,7,2286
tm151210,Jim Gaffigan: Obsessed,MOVIE,2014,-,70,"[comedy, documentation]",[US],-,7.6,2244
tm146657,Jeff Dunham: All Over the Map,MOVIE,2014,PG-13,41,[comedy],"[IL, NO, ZA, AE, GB, IS, IE]",-,7.1,854
tm157681,Eyes of a Thief,MOVIE,2014,-,98,[drama],[PS],-,6.6,450
tm145791,Miss Granny,MOVIE,2014,-,124,"[drama, comedy, music, family, fantasy]",[KR],-,7.2,3508
tm175954,Aziz Ansari: Buried Alive,MOVIE,2013,-,79,"[comedy, documentation]",[US],-,7.2,3998
tm158436,Print the Legend,MOVIE,2014,-,100,"[documentation, drama, history]",[US],-,7,1967
tm172027,The Butterfly's Dream,MOVIE,2013,PG-13,138,"[drama, history, romance]",[TR],-,7.7,22191
tm209037,Tea Time,MOVIE,2014,-,70,[documentation],[CL],-,7.6,507
tm153055,Mitt,MOVIE,2014,-,93,"[documentation, family]",[US],-,6.9,2579
tm155051,Trailer Park Boys - Live in F**kin' Dublin,MOVIE,2014,-,81,[comedy],[CA],-,6.2,1569
tm143299,Ungli,MOVIE,2014,PG-13,114,"[thriller, crime, drama]",[IN],-,5.8,3914
tm348393,When Love Happens,MOVIE,2014,-,109,[romance],[NG],-,4.8,129
tm182227,Marc Maron: Thinky Pain,MOVIE,2013,-,90,[comedy],[US],-,7.3,1892
tm182534,From One Second to the Next,MOVIE,2013,-,34,[documentation],[US],-,-,-
ts121189,"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,2014,-,29,"[history, documentation]",[IN],3,8.9,333
tm157461,Coming Soon,MOVIE,2014,PG,134,"[romance, drama, comedy]",[TR],-,7.3,34137
tm370685,Dazzling Mirage,MOVIE,2014,-,90,"[romance, drama]",[NG],-,-,-
ts20238,Boss & Me,SHOW,2014,TV-PG,45,"[comedy, romance]",[CN],1,7.3,456
tm157609,Born in Gaza,MOVIE,2014,-,69,"[documentation, european]",[ES],-,7.4,511
tm152273,Tiger & Bunny: The Rising,MOVIE,2014,-,108,"[scifi, action, animation]",[JP],-,6.7,334
tm202914,My Own Man,MOVIE,2014,-,82,"[documentation, drama, comedy, family]",[US],-,6.4,447
tm183654,SDU: Sex Duties Unit,MOVIE,2013,-,94,"[comedy, action]",[HK],-,5.9,492
tm147518,City of God: 10 Years Later,MOVIE,2013,PG,69,[documentation],[BR],-,6.4,1322
tm197423,Oct-01,MOVIE,2014,PG-13,149,"[thriller, crime, drama]",[NG],-,6.4,446
tm145658,The Amazing Praybeyt Benjamin,MOVIE,2014,-,105,"[drama, comedy, action, fantasy, romance]",[PH],-,4,195
ts82860,Against the Tide,SHOW,2014,TV-14,44,[drama],[SG],1,7.6,11
tm151860,Free to Play,MOVIE,2014,-,75,"[documentation, action]","[US, CN, DE, SG, UA]",-,7.6,13341
tm184511,Inkaar,MOVIE,2013,R,133,"[drama, romance, thriller]",[IN],-,6.1,2586
tm145216,Dabbe 5: Curse of the Jinn,MOVIE,2014,R,132,[horror],[TR],-,5.9,3788
tm610571,Diamonds in the Sky,MOVIE,2014,-,132,[drama],[IN],-,7.4,10
tm529733,Chhota Bheem and the ShiNobi Secret,MOVIE,2013,G,63,[animation],[IN],-,8.6,6
tm169054,Bhaji in Problem,MOVIE,2013,-,117,"[drama, comedy]",[IN],-,7.1,1021
tm154729,Dedh Ishqiya,MOVIE,2014,R,148,"[romance, thriller, comedy, drama]",[IN],-,7,7236
tm187505,She's The One,MOVIE,2013,-,110,"[romance, drama, comedy]",[PH],-,6.3,210
tm177645,Wedding Association,MOVIE,2013,PG-13,106,[comedy],[XX],-,7,22458
tm155507,Chelsea Handler: Uganda Be Kidding Me Live,MOVIE,2014,-,71,[comedy],[US],-,5.8,1179
tm182580,Ghadi,MOVIE,2013,PG-13,100,"[drama, family, comedy]",[LB],-,7.3,1128
tm152843,Swearnet: The Movie,MOVIE,2014,R,112,[comedy],[CA],-,6,2769
tm147405,E-Team,MOVIE,2014,-,88,"[documentation, war]",[US],-,7.1,873
tm185736,SampleThis,MOVIE,2013,-,85,"[documentation, music]",[US],-,6.4,471
tm587320,El Mago Pop,MOVIE,2013,-,44,"[reality, european]",[ES],-,6.8,21
tm183805,Ghanchakkar,MOVIE,2013,PG,137,"[thriller, comedy, crime]",[IN],-,5.8,5052
tm132675,100 Things to Do Before High School,MOVIE,2014,-,44,[],[US],-,-,-
tm323262,Seven Souls in the Skull Castle,MOVIE,2013,-,179,"[drama, action, romance]",[JP],-,7.3,49
tm181051,Giraffada,MOVIE,2014,-,85,"[drama, european]","[DE, IT, PS, FR]",-,6.3,243
tm169294,Pagpag: Siyam na Buhay,MOVIE,2013,-,105,[horror],[PH],-,5.4,326
tm147908,Anaamika,MOVIE,2014,PG,124,[thriller],[IN],-,5.5,271
tm178992,The Midas Touch,MOVIE,2013,-,99,[comedy],[HK],-,5,190
tm250364,Chhota Bheem in the Incan Adventure,MOVIE,2013,G,64,"[fantasy, animation]",[XX],-,7.5,32
tm162259,Mars at Sunrise,MOVIE,2014,-,75,[drama],[US],-,7.8,43
tm166723,It Takes a Man and a Woman,MOVIE,2013,-,120,"[romance, comedy, drama]",[PH],-,6.7,363
tm177224,Gori Tere Pyaar Mein,MOVIE,2013,-,150,"[comedy, drama, romance]",[IN],-,4.9,3861
tm187118,What the Fish,MOVIE,2013,PG-13,98,"[drama, comedy]",[IN],-,5.2,211
ts144527,World at Your Feet,SHOW,2014,TV-14,44,[drama],[SG],1,-,-
tm577690,A Place in the Stars,MOVIE,2014,-,112,"[thriller, drama]",[NG],-,6.2,19
tm200926,Heritages,MOVIE,2014,-,96,"[drama, documentation, european]","[AE, LB]",-,7.3,131
tm155014,Trailer Park Boys: Live at the North Pole,MOVIE,2014,-,88,[comedy],[CA],-,6.7,1114
tm159296,One by Two,MOVIE,2014,-,139,"[comedy, drama, romance]",[IN],-,3.9,748
tm179328,Romantik Komedi 2: BekarlÄ±ÄŸa Veda,MOVIE,2013,-,105,"[comedy, romance]",[XX],-,5.1,3383
ts32752,Two Fathers,SHOW,2013,TV-14,44,"[comedy, drama]",[TW],1,8,59
tm528043,Chhota Bheem the Crown of Valhalla,MOVIE,2013,-,64,[animation],[],-,7.6,15
tm186408,The Land of Cards,MOVIE,2013,-,110,[fantasy],[IN],-,5.5,412
tm157783,Gollu Aur Pappu,MOVIE,2014,G,112,[comedy],[IN],-,3.8,119
tm146144,Bobby Jasoos,MOVIE,2014,-,121,"[action, comedy, drama, thriller]",[IN],-,5.5,2331
tm144541,Refugiado,MOVIE,2014,R,95,"[thriller, drama, european]",[AR],-,6.4,373
tm175364,Chhota Bheem Aur Hanuman,MOVIE,2013,G,67,"[animation, fantasy]",[IN],-,7.3,36
tm136036,That Thing Called Tadhana,MOVIE,2014,-,110,"[romance, comedy, drama]",[PH],-,7.4,1050
tm163066,Xenos,MOVIE,2013,-,12,[documentation],[GB],-,7.8,-
tm188290,Must Be... Love,MOVIE,2013,-,105,"[comedy, romance]",[PH],-,6.4,531
tm1223427,Motu Patlu in Wonderland,MOVIE,2013,-,75,[animation],[],-,-,-
tm142852,She's Dating the Gangster,MOVIE,2014,-,105,"[drama, romance, comedy]",[PH],-,7,1100
tm228574,Swearnet Live,MOVIE,2014,-,75,[comedy],[CA],-,5.3,540
tm171891,Himmatwala,MOVIE,2013,-,150,"[comedy, drama, action]",[IN],-,1.7,8648
tm250247,Chhota Bheem & Krishna vs Zimbara,MOVIE,2013,G,64,[animation],[],-,9.1,16
tm176900,Theeya Velai Seiyyanum Kumaru,MOVIE,2013,-,125,"[comedy, drama, romance]",[IN],-,5.3,30
tm158671,A Fairly Odd Summer,MOVIE,2014,G,66,"[fantasy, comedy, family, animation]",[US],-,3.8,564
tm144557,Deliha,MOVIE,2014,PG-13,107,"[family, comedy, romance]",[TR],-,4.5,4315
tm528044,Chhota Bheem Neeli Pahaadi,MOVIE,2013,G,63,[animation],[],-,8.7,10
tm169669,Four Sisters and a Wedding,MOVIE,2013,-,126,"[drama, comedy]",[PH],-,7.2,816
tm149541,D.L. Hughley: Clear,MOVIE,2014,-,59,[comedy],[US],-,6.8,253
tm144451,Cold Harbour,MOVIE,2014,-,76,"[thriller, crime, action]",[ZA],-,5.2,215
tm205684,Confusion Na Wa,MOVIE,2013,-,105,"[crime, drama, comedy]",[NG],-,7,38
tm175577,Flower Girl,MOVIE,2013,-,94,"[comedy, romance]",[NG],-,6,108
tm178234,Blind Intersections,MOVIE,2013,-,87,[drama],"[LB, AE]",-,6.6,176
tm176553,Doctor Bello,MOVIE,2013,-,95,"[drama, action]","[NG, US]",-,4.8,54
tm481846,Chhota Bheem Dus pe Dus,MOVIE,2014,G,62,[animation],[XX],-,5.1,23
tm138280,Sigaram Thodu,MOVIE,2014,-,147,"[action, thriller]",[IN],-,6.1,462
tm156397,Starting Over Again,MOVIE,2014,-,130,"[comedy, drama, documentation, european]",[PH],-,8.3,15
tm159094,Naan Sigappu Manithan,MOVIE,2014,-,161,"[drama, action, thriller]",[IN],-,6.5,1092
tm1194608,Motu Patlu: Deep Sea Adventure,MOVIE,2014,-,75,"[comedy, animation]",[IN],-,-,-
tm460055,The War Against Women,MOVIE,2013,-,62,"[documentation, war]","[US, ES]",-,7.3,74
tm157286,The Royal Bengal Tiger,MOVIE,2014,-,107,[thriller],[IN],-,6.8,909
ts271005,å¹¸ç¦æ–™ç†,SHOW,2014,TV-14,44,[],[],1,-,-
tm179248,Settai,MOVIE,2013,-,136,"[comedy, crime, action]",[IN],-,4.5,525
tm1036195,Condom Lead,MOVIE,2013,-,15,[drama],[PS],-,-,-
tm681614,Grandmother's Farm,MOVIE,2013,-,71,"[comedy, horror]",[],-,2.9,78
ts107543,Mystic Whispers,SHOW,2014,TV-14,26,"[romance, comedy]",[SG],1,6.9,17
tm242276,Na Bangaaru Talli,MOVIE,2014,-,116,"[thriller, crime, drama, family]",[IN],-,7.2,160
tm159701,Wyatt Cenac: Brooklyn,MOVIE,2014,-,67,[comedy],[US],-,6.3,231
tm177376,Todd Glass Talks About Stuff,MOVIE,2013,-,46,[comedy],[US],-,-,-
tm150962,Mumbai Delhi Mumbai,MOVIE,2014,PG,120,"[comedy, romance]",[IN],-,5.7,357
ts261583,Ojo's in d' House,SHOW,2013,-,24,[comedy],[NG],1,6.1,11
ts8,Better Call Saul,SHOW,2015,TV-MA,49,"[drama, crime]",[US],6,8.8,438575
ts37143,Alone,SHOW,2015,TV-MA,51,"[reality, documentation]",[US],9,8.4,5037
ts38796,Stranger Things,SHOW,2016,TV-14,61,"[scifi, thriller, drama, fantasy, horror]",[US],5,8.7,1101055
ts21867,Schitt's Creek,SHOW,2015,TV-14,22,[comedy],[CA],6,8.5,115758
ts41766,The Good Place,SHOW,2016,TV-14,23,"[scifi, romance, comedy, drama, fantasy]",[US],4,8.2,152884
ts37539,One-Punch Man,SHOW,2015,TV-PG,22,"[action, animation, comedy, fantasy, scifi, horror, drama]",[JP],2,8.7,152231
tm232579,Hunt for the Wilderpeople,MOVIE,2016,PG-13,101,"[drama, comedy]",[NZ],-,7.8,128676
ts36577,The Last Kingdom,SHOW,2015,TV-MA,55,"[action, drama, war, history, european]",[GB],5,8.5,132561
ts35201,Food Wars! Shokugeki no Soma,SHOW,2015,TV-MA,24,"[drama, comedy, fantasy, thriller, animation]",[JP],5,8.2,10022
tm243100,Hell or High Water,MOVIE,2016,R,102,"[thriller, western, action, crime, drama]",[US],-,7.6,227350
ts42069,The Crown,SHOW,2016,TV-MA,56,"[drama, history, european]","[GB, US]",5,8.7,194243
ts36885,Ash vs Evil Dead,SHOW,2015,TV-MA,30,"[action, scifi, comedy, horror, fantasy, thriller]",[US],3,8.4,70087
tm195209,Legend,MOVIE,2015,R,131,"[thriller, crime, drama, european]","[GB, US, FR]",-,6.9,178601
tm239760,Blair Witch,MOVIE,2016,R,89,"[thriller, horror]","[US, CA]",-,5,44716
tm204163,War Dogs,MOVIE,2016,R,114,"[crime, war, comedy, drama]",[US],-,7.1,212032
ts36147,Lucifer,SHOW,2016,TV-14,47,"[scifi, crime, drama, fantasy]",[US],6,8.1,313124
ts35793,Forged in Fire,SHOW,2015,TV-PG,42,[reality],[US],9,8.3,3632
ts53051,The OA,SHOW,2016,TV-MA,55,"[scifi, drama, fantasy]",[US],2,7.8,103176
tm135307,Blackhat,MOVIE,2015,R,133,"[action, crime, thriller]",[US],-,5.4,58192
tm205890,The Take,MOVIE,2016,R,92,"[action, drama, crime, thriller]","[US, FR, LU, GB]",-,6.3,43449
tm239727,Nocturnal Animals,MOVIE,2016,R,117,"[thriller, drama]",[US],-,7.5,264884
tm242705,Raw,MOVIE,2016,R,99,"[horror, drama, fantasy, european]","[FR, BE]",-,7,72460
tm138905,The Hateful Eight,MOVIE,2015,R,188,"[thriller, western, drama, crime]",[US],-,7.8,570138
ts38199,The Magicians,SHOW,2015,TV-14,44,"[scifi, drama, fantasy]",[US],5,7.6,50193
ts42062,Miraculous: Tales of Ladybug & Cat Noir,SHOW,2015,TV-Y7,21,"[animation, action, family, fantasy, romance]",[FR],5,7.7,10102
ts41961,Queen of the South,SHOW,2016,TV-MA,42,"[drama, thriller, action, crime]",[US],5,7.9,29495
ts35251,Grace and Frankie,SHOW,2015,TV-MA,29,"[drama, comedy]",[US],7,8.2,51116
ts41956,Designated Survivor,SHOW,2016,TV-14,44,"[war, action, drama, thriller]",[US],3,7.5,89300
ts38718,Slasher,SHOW,2016,TV-MA,46,"[crime, drama, horror, thriller]",[CA],4,6.7,14321
ts42014,60 Days In,SHOW,2016,TV-14,46,"[documentation, reality]",[US],7,7.6,2676
ts53664,Fauda,SHOW,2015,TV-MA,40,"[war, drama, thriller, action]",[IL],4,8.2,26158
ts37866,Call My Agent!,SHOW,2015,TV-MA,55,"[comedy, drama, european]",[FR],4,8.3,14061
ts42120,Travelers,SHOW,2016,TV-MA,45,"[scifi, thriller, drama]",[CA],3,8,55485
tm140391,Pan,MOVIE,2015,PG,111,"[action, fantasy, family, comedy]","[US, GB]",-,5.7,63788
tm199607,The Gift,MOVIE,2015,R,108,"[drama, thriller, documentation]","[AU, US]",-,7,155102
tm137869,Wild Card,MOVIE,2015,R,92,"[action, thriller, crime, drama]",[US],-,5.6,55605
ts42077,Medici: Masters of Florence,SHOW,2016,TV-14,54,"[war, romance, thriller, drama, history, european]","[IT, GB]",3,7.9,18891
ts52922,Leah Remini: Scientology and the Aftermath,SHOW,2016,TV-14,46,"[documentation, history]",[US],3,9,5890
ts18010,Bloodline,SHOW,2015,TV-MA,57,"[drama, thriller]",[US],3,7.9,51422
ts36129,Crazy Ex-Girlfriend,SHOW,2015,TV-14,42,[comedy],[US],4,7.8,20028
ts36631,Narcos,SHOW,2015,TV-MA,52,"[drama, thriller, crime]",[US],3,8.8,410463
ts36550,DC's Legends of Tomorrow,SHOW,2016,TV-14,42,"[drama, action, scifi]",[US],7,6.8,101178
ts70529,Norsemen,SHOW,2016,TV-MA,31,"[comedy, drama, history]",[NO],3,7.7,18456
ts41975,Shooter,SHOW,2016,TV-14,41,"[action, war, drama]",[US],3,7.5,36165
ts38734,Marcella,SHOW,2016,TV-MA,45,"[crime, drama, european]",[GB],3,7.4,30969
ts36015,Into the Badlands,SHOW,2015,TV-14,43,"[action, drama]",[US],3,7.9,46030
tm120609,"Hail, Caesar!",MOVIE,2016,PG-13,106,"[comedy, drama, music]",[US],-,6.3,133837
ts35554,Scream: The TV Series,SHOW,2015,TV-14,43,"[thriller, drama, crime, horror, comedy]",[US],3,7.1,40676
ts21981,iZombie,SHOW,2015,TV-14,42,"[crime, scifi, drama, comedy, horror]",[US],5,7.8,67213
tm137693,Crimson Peak,MOVIE,2015,R,119,"[horror, thriller, romance, fantasy, drama]",[US],-,6.5,146073
ts35563,Supergirl,SHOW,2015,TV-14,42,"[scifi, action, drama]",[US],6,6.2,122911
ts21869,Sense8,SHOW,2015,TV-MA,62,"[scifi, drama, thriller]",[US],2,8.2,152865
tm137002,BÄhubali: The Beginning,MOVIE,2015,-,158,"[action, drama, fantasy]",[IN],-,8,120110
ts47714,Kim's Convenience,SHOW,2016,TV-14,22,[comedy],[CA],5,8.2,17706
tm206698,Ouija: Origin of Evil,MOVIE,2016,PG-13,99,"[drama, horror, thriller]",[US],-,5.3,6
ts38710,Wynonna Earp,SHOW,2016,TV-14,43,"[western, action, scifi, thriller, drama, fantasy]","[CA, US]",4,7.3,22565
ts21885,Unbreakable Kimmy Schmidt,SHOW,2015,TV-14,30,"[comedy, drama]",[US],4,7.6,71266
tm139841,Sinister 2,MOVIE,2015,R,97,"[horror, thriller]","[US, CA, GB]",-,5.3,54305
tm233377,The Edge of Seventeen,MOVIE,2016,R,105,"[drama, comedy]",[US],-,7.3,124099
ts35253,Dark Matter,SHOW,2015,TV-14,43,"[scifi, thriller, drama, action]",[CA],3,7.5,42177
tm143984,London Has Fallen,MOVIE,2016,R,99,"[action, thriller, drama, crime]","[GB, US, BG]",-,5.9,157409
ts41289,Flowers,SHOW,2016,TV-14,25,"[comedy, drama, european]",[GB],2,8.1,5650
tm233425,A Silent Voice: The Movie,MOVIE,2016,PG-13,130,"[animation, drama, romance, family]",[JP],-,8.1,77667
ts38090,Versailles,SHOW,2015,TV-MA,54,"[drama, history, romance, war, documentation, comedy, european]","[CA, FR]",3,7.9,16505
ts21986,Good Witch,SHOW,2015,TV-G,43,"[scifi, fantasy, comedy, drama]",[US],7,7.2,10556
tm120108,Kung Fu Panda 3,MOVIE,2016,PG,95,"[action, animation, family, fantasy, drama, comedy]","[US, CN]",-,7.1,155678
tm239676,Hush,MOVIE,2016,R,82,"[horror, thriller]",[US],-,6.6,123667
ts36177,Glitch,SHOW,2015,TV-MA,52,"[scifi, thriller, drama, horror]",[AU],3,7.3,17240
tm212927,Mr. Right,MOVIE,2016,R,90,"[action, comedy, romance]",[US],-,6.3,55955
tm194792,The Boy,MOVIE,2016,PG-13,97,"[horror, thriller]",[US],-,6,90853
ts35775,Wet Hot American Summer: First Day of Camp,SHOW,2015,TV-MA,29,[comedy],[US],2,7.3,23947
ts38415,Frontier,SHOW,2016,TV-MA,47,"[action, history, drama]",[CA],3,7.1,20979
ts42687,PJ Masks,SHOW,2015,TV-G,15,"[family, animation, scifi, action, fantasy, european]",[GB],5,5.4,1268
ts38511,Love,SHOW,2016,TV-MA,32,"[comedy, drama, romance]",[US],3,7.7,42357
ts38304,Servant of the People,SHOW,2015,TV-MA,29,[comedy],[UA],3,7.3,3266
ts35354,Zoo,SHOW,2015,TV-14,43,"[drama, scifi, thriller]",[US],3,6.6,24694
ts42170,Crashing,SHOW,2016,TV-MA,30,"[comedy, european]",[GB],1,7.7,20370
tm193769,Steve Jobs,MOVIE,2015,R,125,"[history, drama]","[GB, US]",-,7.2,168042
tm138297,The Conjuring 2,MOVIE,2016,R,134,"[horror, thriller, drama]",[US],-,7.3,264195
ts41906,The Disastrous Life of Saiki K.,SHOW,2016,TV-14,10,"[scifi, comedy, animation, fantasy]",[JP],3,8.4,7086
tm132273,Home,MOVIE,2015,PG,94,"[family, fantasy, comedy, animation, scifi]",[US],-,6.6,101975
tm143085,Chappie,MOVIE,2015,R,120,"[crime, action, scifi, drama, thriller]","[MX, ZA, US]",-,6.8,249345
tm245271,Gantz:O,MOVIE,2016,NC-17,95,"[scifi, action, animation, fantasy, thriller, horror, drama]",[JP],-,7.1,14950
ts36046,BUNK'D,SHOW,2015,TV-G,24,"[comedy, drama, family]",[US],6,5.3,3287
tm135106,In a Valley of Violence,MOVIE,2016,R,104,"[crime, thriller, western, action, drama]",[US],-,6,18987
tm196296,A Monster Calls,MOVIE,2016,PG-13,108,"[drama, animation, family, fantasy, thriller, european]","[US, GB, ES]",-,7.4,87806
ts39007,Van Helsing,SHOW,2016,TV-14,42,"[scifi, action, fantasy, horror, drama]",[US],5,6.2,22172
tm209987,Christine,MOVIE,2016,R,123,[drama],[US],-,6.9,15146
ts36545,Quantico,SHOW,2015,TV-14,43,"[drama, thriller, crime]",[US],3,6.6,60567
tm219233,Loving,MOVIE,2016,PG-13,123,"[drama, romance]","[GB, US]",-,7,34326
ts42169,ERASED,SHOW,2016,TV-14,22,"[drama, thriller, animation, fantasy, scifi]",[JP],1,8.5,44643
tm199700,The Danish Girl,MOVIE,2015,R,119,"[drama, romance, european]","[BE, DK, DE, GB, US]",-,7.1,183579
ts36856,F is for Family,SHOW,2015,TV-MA,27,"[comedy, drama, animation]",[US],5,8,36562
ts37971,Master of None,SHOW,2015,TV-MA,32,"[drama, comedy]",[US],3,8.3,72881
ts41490,Hap and Leonard,SHOW,2016,TV-MA,42,"[action, thriller, crime, drama]",[US],3,7.6,7696
ts41963,Easy,SHOW,2016,TV-MA,30,"[drama, comedy]",[US],3,6.9,13620
ts37464,Occupied,SHOW,2015,TV-MA,45,"[war, drama, thriller]",[NO],3,7.6,9044
tm233214,Under the Shadow,MOVIE,2016,PG-13,84,"[war, drama, horror, thriller, fantasy]","[GB, IR, JO, QA]",-,6.8,27337
ts52838,3%,SHOW,2016,TV-MA,46,"[scifi, action, drama, thriller]",[BR],4,7.3,25452
ts41149,The Ranch,SHOW,2016,TV-MA,30,"[comedy, drama, western]",[US],5,7.4,38420
tm136483,The DUFF,MOVIE,2015,PG-13,101,"[comedy, romance]",[US],-,6.4,93675
ts53099,Bordertown,SHOW,2016,TV-MA,59,"[drama, crime, european]",[FI],3,7.6,10782
tm134791,Unfriended,MOVIE,2015,R,82,"[thriller, horror, drama]",[US],-,5.5,73854
tm221740,Closet Monster,MOVIE,2016,-,90,"[drama, fantasy]",[CA],-,7,8239
tm140843,Self/less,MOVIE,2015,PG-13,118,"[thriller, action, scifi, drama]",[US],-,6.5,98837
ts38204,Making a Murderer,SHOW,2015,TV-14,62,"[documentation, crime]",[US],2,8.6,94419
tm219248,The Fundamentals of Caring,MOVIE,2016,R,97,"[comedy, drama]",[US],-,7.3,72083
tm196125,"Hello, My Name Is Doris",MOVIE,2015,R,95,"[drama, comedy, romance]",[US],-,6.6,21105
tm204035,Spectral,MOVIE,2016,PG-13,109,"[thriller, action, scifi]",[US],-,6.3,59040
ts82825,La Casa,SHOW,2015,TV-MA,47,[drama],[AR],1,7.7,23
tm233521,Other People,MOVIE,2016,-,97,"[drama, comedy]",[US],-,6.8,11418
ts42655,Wanted,SHOW,2016,TV-14,45,"[crime, drama, action]",[AU],3,7.6,5920
tm206512,Circle,MOVIE,2015,-,87,"[thriller, drama, horror, scifi, european]",[US],-,6,52925
ts36983,Fuller House,SHOW,2016,TV-Y7,27,"[comedy, family]",[US],5,6.7,27445
ts38783,Secret City,SHOW,2016,TV-MA,50,"[war, thriller]",[AU],3,7.4,8086
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,TV-MA,24,"[war, action, scifi, animation, drama]",[JP],2,7.9,1660
tm239743,Batman: The Killing Joke,MOVIE,2016,R,76,"[animation, drama, action, thriller, crime]",[US],-,6.4,56275
ts35256,Chef's Table,SHOW,2015,TV-MA,50,[documentation],[US],7,8.5,15352
